Date,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Administered,Administered_Janssen,Administered_Moderna,Administered_Pfizer
1/7/2022,MH,68980,12100,47700,9180,48690,2581,42521,3586
1/7/2022,MA,14986740,600200,5669300,8717240,13231880,388247,5223957,7619251
1/7/2022,NH,3000510,168100,1072640,1759770,2430393,109641,913219,1407458
1/7/2022,DD2,6285570,210000,2049500,4026070,6932483,308881,2319126,4282619
1/7/2022,MO,10181565,410600,3790300,5980665,8168326,240135,2975604,4950279
1/7/2022,PR,6698330,211200,2384840,4102290,6003746,145950,2350646,3506602
1/7/2022,UT,5509820,232700,1913340,3363780,4600835,171908,1639624,2789003
1/7/2022,VA,17266955,749900,6043580,10473475,14709030,476842,5294373,8929847
1/7/2022,NV,5216950,251600,1799260,3166090,4391600,178187,1532920,2679984
1/6/2022,IL,23954195,1140100,8346360,14467735,20156464,653478,7285599,12190662
1/6/2022,LA,7198860,314900,2872280,4011680,5713570,187474,2357249,3165975
1/6/2022,BP2,305110,16100,133400,155610,280337,14094,121182,145029
1/6/2022,NE,3492130,147500,1233440,2111190,2894196,89867,1055713,1742963
1/6/2022,HI,3033250,122900,1111660,1798690,2280397,58839,744042,1383452
1/6/2022,DD2,6285570,210000,2049500,4026070,6923344,308516,2316613,4276376
1/6/2022,WY,873365,47000,385420,440945,691569,28046,306281,356630
1/6/2022,UT,5509820,232700,1913340,3363780,4564340,171326,1627259,2765459
1/6/2022,AS,83310,600,20700,62010,79194,552,20001,58638
1/6/2022,MP,113330,3300,24720,85310,97702,1248,13558,82896
1/6/2022,ID,2979370,151000,1150280,1678090,2040976,80244,841422,1116316
1/6/2022,GA,18890595,794600,7344540,10751455,13523352,322115,5347806,7819493
1/6/2022,SD,1627435,86400,655480,885555,1276844,38872,505084,732756
1/6/2022,OK,6449300,317400,2657220,3474680,5376180,144739,2187598,3042676
1/6/2022,TN,11237360,491900,4236820,6508640,9033505,249574,3475191,5262658
1/6/2022,FM,109760,12200,81440,16120,84550,12780,68743,3019
1/6/2022,NV,5216950,251600,1799260,3166090,4379291,177944,1529278,2671560
1/6/2022,WA,15477225,725400,5588720,9163105,12740540,462176,4814816,7454021
1/6/2022,CA,77883495,3540900,28098320,46244275,66900191,2215192,25357844,39311058
1/6/2022,VI,135860,2400,35540,97920,131718,2122,39158,90438
1/6/2022,VA,17266955,749900,6043580,10473475,14678360,476357,5283311,8910741
1/6/2022,US,632575655,29522600,234099340,368953715,515162867,17739932,196396103,300486092
1/6/2022,AL,8391130,383600,3559360,4448170,5695747,164709,2495740,3034911
1/6/2022,MI,18418430,908200,7197580,10312650,14151800,445626,5567018,8137158
1/6/2022,KY,7673385,370200,3143100,4160085,5963769,225269,2472482,3263896
1/6/2022,NM,3906275,183300,1542120,2180855,3472036,111865,1426802,1926057
1/6/2022,GU,281460,22500,78580,180380,295361,11778,94825,188705
1/6/2022,NC,19284400,897100,7216260,11171040,15114964,492044,5665159,8956850
1/6/2022,MA,14986740,600200,5669300,8717240,13186234,387814,5203374,7594621
1/6/2022,AR,5216470,247700,2140600,2828170,3847782,117431,1655183,2071479
1/6/2022,PR,6698330,211200,2384840,4102290,6003460,145950,2350420,3506542
1/6/2022,IA,5805975,280200,2204500,3321275,4679330,171435,1877054,2630397
1/6/2022,OR,8683555,452400,3281620,4949535,6890513,261758,2588128,4029002
1/6/2022,WV,3589025,156800,1401700,2030525,2517331,64375,1091430,1359902
1/6/2022,MH,68980,12100,47700,9180,48690,2581,42521,3586
1/6/2022,VA2,7623720,619600,3711980,3292140,6993516,248662,3595254,3149318
1/6/2022,SC,9122215,436800,3729920,4955495,6805135,218717,2678010,3906356
1/6/2022,KS,5287535,249300,2023500,3014735,4129621,128959,1590967,2406273
1/6/2022,MN,11096570,492000,3885500,6719070,9257644,346255,3409238,5499026
1/6/2022,RP,38490,3800,27200,7490,37629,2337,29506,5778
1/6/2022,TX,53738365,2538400,19362560,31837405,41184969,1456651,15427361,24297345
1/6/2022,AZ,12933400,588300,4941220,7403880,10637900,345833,4238801,6032027
1/6/2022,NY,40386775,1792500,14274800,24319475,34834997,1354564,12768038,20696408
1/6/2022,MT,1771895,103600,722040,946255,1454654,57951,617447,777457
1/6/2022,MS,4798705,216300,1929740,2652665,3515156,87043,1432579,1993257
1/6/2022,IH2,2595635,102100,1185220,1308315,2041112,38099,974302,1028543
1/6/2022,NJ,19143875,900700,6906500,11336675,15181675,535134,5823794,8821685
1/6/2022,OH,20333655,945300,7662720,11725635,16181328,597299,6215755,9349346
1/6/2022,MO,10181565,410600,3790300,5980665,8147461,239890,2968176,4937087
1/6/2022,ND,1219960,51700,473980,694280,1024301,38505,386551,598930
1/6/2022,CT,7632635,332000,2924460,4376175,6765316,238052,2584331,3941721
1/6/2022,WI,10273055,446600,3829840,5996615,9240483,324207,3581779,5332639
1/6/2022,IN,11315820,573900,3994380,6747540,8589967,292930,3144610,5124831
1/6/2022,MD,13586620,590900,4707720,8288000,10569548,348139,3890589,6316198
1/6/2022,ME,2966480,150700,1166040,1649740,2544813,139422,1042828,1359654
1/6/2022,FL,42126435,2279600,15443700,24403135,34002943,1401821,12689830,19790954
1/6/2022,AK,1343785,83100,520240,740445,1033747,41268,402208,589413
1/6/2022,DE,2020055,89800,784940,1145315,1600324,58601,621384,918488
1/6/2022,CO,11089475,477900,4120680,6490895,9619008,325089,3771758,5514279
1/6/2022,RI,2343425,87000,884140,1372285,1981579,62654,760419,1157102
1/6/2022,DC,1633325,68300,585620,979405,1306181,34611,477751,793313
1/6/2022,NH,3000510,168100,1072640,1759770,2422037,109346,910028,1402588
1/6/2022,VT,1452400,69800,575260,807340,1266574,51449,499226,715019
1/6/2022,PA,26336805,1465500,9972920,14898385,20403513,693874,7965777,11742514
1/5/2022,BP2,300210,16100,128500,155610,280274,14094,121145,145003
1/5/2022,AK,1318725,83100,496080,739545,1031775,41205,401589,588125
1/5/2022,MS,4586295,216100,1721400,2648795,3514909,87040,1432427,1993166
1/5/2022,NH,2958020,168000,1034520,1755500,2418657,109296,909112,1400174
1/5/2022,AR,5001010,247700,1926040,2827270,3838572,117281,1651336,2066268
1/5/2022,IN,11105880,572800,3803400,6729680,8562780,292512,3135312,5107416
1/5/2022,LA,6892830,314700,2571160,4006970,5699580,186994,2351885,3157829
1/5/2022,VT,1430990,69700,560020,801270,1264414,51405,498522,713607
1/5/2022,FL,40827295,2277800,14201220,24348275,34001604,1401771,12689193,19790302
1/5/2022,SD,1590195,86400,626040,877755,1274364,38838,504207,731187
1/5/2022,OK,6277450,317400,2485600,3474450,5363679,144509,2182587,3035425
1/5/2022,OR,8481665,452300,3117960,4911405,6871792,261372,2580534,4018387
1/5/2022,CT,7482495,331800,2780060,4370635,6743344,237776,2574944,3929417
1/5/2022,MN,10930110,491900,3726080,6712130,9238147,345993,3402669,5486393
1/5/2022,FM,109760,12200,81440,16120,84437,12768,68670,2991
1/5/2022,US,618076045,29496500,220814300,367765245,513839973,17716925,195913748,299669968
1/5/2022,MT,1733335,103600,686120,943615,1449685,57816,615263,774823
1/5/2022,MA,14758730,600000,5453080,8705650,13143493,387364,5184887,7570817
1/5/2022,KS,5209315,249000,1949720,3010595,4118688,128786,1587709,2398818
1/5/2022,NJ,18777785,900200,6580500,11297085,15136945,534248,5806809,8794838
1/5/2022,OH,19956485,943200,7311640,11701645,16126222,596294,6195260,9315776
1/5/2022,PR,6566000,211200,2276740,4078060,5985123,145812,2342894,3495870
1/5/2022,RI,2306765,87000,856480,1363285,1975095,62583,758017,1153103
1/5/2022,WA,15195645,724800,5331160,9139685,12707305,461588,4802376,7433841
1/5/2022,ND,1193740,51700,447760,694280,1022258,38454,385988,597501
1/5/2022,GU,281460,22500,78580,180380,294403,11757,94526,188067
1/5/2022,CA,76439625,3540200,26847560,46051865,66672914,2211833,25272905,39172095
1/5/2022,IL,23424565,1139300,7863080,14422185,20069018,651306,7257408,12133711
1/5/2022,ID,2872610,150800,1045120,1676690,2037350,80126,839809,1114431
1/5/2022,GA,18382505,794100,6855120,10733285,13487907,321674,5336430,7795942
1/5/2022,PA,25730845,1462900,9451480,14816465,20349109,693047,7946003,11708712
1/5/2022,AL,8071240,383400,3244780,4443060,5681793,164363,2490502,3026541
1/5/2022,IA,5713515,280000,2133840,3299675,4669489,171254,1873334,2624462
1/5/2022,NV,5098450,251300,1698400,3148750,4366397,177641,1525451,2662796
1/5/2022,TN,10904610,490200,3927340,6487070,9013128,249283,3468689,5249278
1/5/2022,DE,1985875,89800,752460,1143615,1600251,58593,621360,918447
1/5/2022,AZ,12623930,587500,4649680,7386750,10606986,345305,4226986,6013573
1/5/2022,WV,3354195,156400,1170840,2026955,2512452,64302,1089500,1357028
1/5/2022,WY,847005,46800,359560,440645,690135,28020,305663,355840
1/5/2022,MP,113330,3300,24720,85310,97466,1248,13475,82743
1/5/2022,TX,52079695,2536500,17833700,31709495,41091042,1455205,15394003,24238257
1/5/2022,NM,3794455,183000,1438280,2173175,3462716,111692,1423226,1920523
1/5/2022,VA2,7550480,619600,3683740,3247140,6981987,248337,3588395,3144973
1/5/2022,SC,8856415,436500,3467660,4952255,6789054,218352,2671693,3896957
1/5/2022,AS,83310,600,20700,62010,78810,550,19944,58313
1/5/2022,MO,9932915,410600,3549260,5973055,8128926,239646,2961719,4925253
1/5/2022,MD,13416450,590900,4550520,8275030,10540160,347731,3880595,6297232
1/5/2022,UT,5418250,232500,1832780,3352970,4561308,171227,1626250,2763535
1/5/2022,MH,68980,12100,47700,9180,48690,2581,42521,3586
1/5/2022,MI,18107310,906800,6903240,10297270,14116247,444773,5554934,8114543
1/5/2022,IH2,2550795,102000,1144880,1303915,2034818,38057,971935,1024658
1/5/2022,NE,3429950,146800,1176700,2106450,2888013,89806,1053672,1738908
1/5/2022,WI,10132395,446300,3692080,5994015,9215196,323756,3572811,5316778
1/5/2022,HI,2975310,122900,1057320,1795090,2273074,58686,740817,1379507
1/5/2022,DD2,6254550,209500,2018980,4026070,6915223,308206,2314349,4270851
1/5/2022,NY,39444725,1790300,13542540,24111885,34724690,1352504,12729806,20626469
1/5/2022,ME,2924750,150600,1127780,1646370,2537223,139262,1039462,1355789
1/5/2022,KY,7466735,369200,2944020,4153515,5948800,224863,2466268,3255552
1/5/2022,RP,36490,3800,25200,7490,37370,2336,29256,5772
1/5/2022,NC,18923600,895700,6878880,11149020,15081751,491654,5653063,8936125
1/5/2022,VA,16953825,749800,5747420,10456605,14657741,476075,5276023,8897705
1/5/2022,CO,10884185,477900,3929780,6476505,9593260,324558,3761920,5498935
1/5/2022,DC,1611055,68300,566020,976735,1303997,34581,477007,791903
1/5/2022,VI,135860,2400,35540,97920,131386,2118,39100,90168
1/4/2022,ME,2908270,150600,1119280,1638390,2532859,139162,1037759,1353347
1/4/2022,MP,113330,3300,24720,85310,97048,1244,13384,82420
1/4/2022,NM,3783885,182900,1432580,2168405,3456034,111561,1420549,1916677
1/4/2022,IH2,2541295,101900,1138480,1300915,2030663,38031,970315,1022149
1/4/2022,OH,19786295,941700,7259340,11585255,16086902,595472,6180984,9291572
1/4/2022,DC,1602445,68200,561520,972725,1303196,34569,476691,791430
1/4/2022,FM,108760,12200,80440,16120,84269,12735,68591,2935
1/4/2022,WY,844805,46700,357860,440245,689167,27991,305327,355237
1/4/2022,MO,9882695,410500,3521460,5950735,8113947,239524,2956549,4915566
1/4/2022,SD,1581285,86400,623240,871645,1271765,38788,503325,729520
1/4/2022,MD,13280810,590900,4513320,8176590,10517952,347397,3872924,6283044
1/4/2022,BP2,299110,16100,127400,155610,280239,14094,121128,144985
1/4/2022,MH,68980,12100,47700,9180,48690,2581,42521,3586
1/4/2022,RP,36490,3800,25200,7490,36970,2336,28866,5766
1/4/2022,MS,4559575,215900,1705000,2638675,3508260,86940,1429740,1989309
1/4/2022,GU,281460,22500,78580,180380,293835,11744,94462,187576
1/4/2022,OK,6255070,317200,2470400,3467470,5352649,144292,2178260,3028945
1/4/2022,MI,17993970,906600,6868040,10219330,14089732,444076,5546027,8097634
1/4/2022,IN,11039970,571900,3770900,6697170,8545638,292246,3129715,5096190
1/4/2022,NH,2932510,167900,1022420,1742190,2415002,109224,908162,1397541
1/4/2022,ND,1179940,51700,446560,681680,1020643,38430,385600,596298
1/4/2022,US,614411815,29473900,219210740,365727175,512665013,17695795,195491908,298939402
1/4/2022,TX,51841585,2535800,17706000,31599785,40980790,1453004,15357058,24167175
1/4/2022,AL,8027420,383300,3224880,4419240,5678299,164237,2488946,3024731
1/4/2022,RI,2281885,87000,853680,1341205,1971593,62542,756455,1151214
1/4/2022,NJ,18663305,898800,6498300,11266205,15086426,533173,5789080,8763143
1/4/2022,AZ,12582250,587500,4634480,7360270,10587892,344898,4219474,6002489
1/4/2022,MN,10830940,491800,3708080,6631060,9218747,345740,3396852,5473092
1/4/2022,MT,1726035,103600,684320,938115,1449586,57815,615222,774766
1/4/2022,IA,5658495,279800,2121240,3257455,4662216,171099,1870896,2619782
1/4/2022,NV,5089750,251200,1690400,3148150,4356592,177425,1522612,2656046
1/4/2022,DD2,6254550,209500,2018980,4026070,6910539,308112,2313047,4267585
1/4/2022,NE,3411270,146200,1166500,2098570,2883386,89550,1052346,1735872
1/4/2022,CO,10837215,477900,3913280,6446035,9592439,324513,3761615,5498464
1/4/2022,KS,5188055,249000,1939620,2999435,4110740,128660,1585216,2393493
1/4/2022,HI,2971770,122900,1056720,1792150,2265509,58594,737731,1375120
1/4/2022,ID,2857660,150800,1037920,1668940,2034077,80015,838394,1112698
1/4/2022,DE,1975035,89500,750060,1135475,1597853,58546,620457,917007
1/4/2022,AK,1314415,83100,495880,735435,1030144,41159,401048,587081
1/4/2022,AR,4981960,247500,1915640,2818820,3829294,117072,1648116,2060420
1/4/2022,TN,10859550,489800,3901140,6468610,8999662,249081,3464038,5240823
1/4/2022,SC,8807355,436400,3432160,4938795,6777489,218121,2666828,3890492
1/4/2022,PA,25634675,1462600,9403120,14768955,20306119,692360,7930112,11682300
1/4/2022,FL,40557635,2273800,14085120,24198715,33945694,1400562,12673679,19751411
1/4/2022,KY,7433545,369000,2924020,4140525,5937661,224619,2462179,3248749
1/4/2022,NC,18826800,895200,6849680,11081920,15053613,491285,5642532,8918889
1/4/2022,VA2,7525480,617900,3660440,3247140,6972095,248108,3582739,3140966
1/4/2022,PR,6434610,211200,2273040,3950370,5967394,145697,2335822,3485329
1/4/2022,IL,23217835,1137900,7788580,14291355,20006703,650058,7237861,12092299
1/4/2022,OR,8466825,452300,3113260,4901265,6857676,261103,2574981,4010210
1/4/2022,WI,10094315,446100,3671680,5976535,9195748,323388,3566208,5304310
1/4/2022,AS,83310,600,20700,62010,78317,550,19882,57882
1/4/2022,VI,135860,2400,35540,97920,131056,2115,39031,89910
1/4/2022,UT,5393420,232400,1821880,3339140,4554300,171140,1624154,2758710
1/4/2022,MA,14667220,599300,5422480,8645440,13114037,386997,5171824,7554791
1/4/2022,CA,76094855,3536100,26615060,45943695,66483057,2208806,25195404,39062811
1/4/2022,NY,38995275,1789500,13350640,23855135,34625869,1350407,12696408,20563217
1/4/2022,VT,1426190,69700,555320,801170,1263805,51392,498282,713251
1/4/2022,LA,6871910,314500,2558060,3999350,5687950,186689,2347259,3151131
1/4/2022,WV,3342455,156400,1162040,2024015,2508401,64192,1087812,1354775
1/4/2022,CT,7417465,331600,2750360,4335505,6728550,237536,2568560,3921247
1/4/2022,WA,15157395,724600,5315060,9117735,12684476,461256,4794062,7419692
1/4/2022,VA,16878615,749700,5713620,10415295,14632219,475701,5266037,8882552
1/4/2022,GA,18270005,792200,6802220,10675585,13419260,320934,5313660,7750904
1/3/2022,IA,5658495,279800,2121240,3257455,4661269,171066,1870546,2619218
1/3/2022,FM,108760,12200,80440,16120,84093,12735,68509,2841
1/3/2022,ID,2857660,150800,1037920,1668940,2026517,79789,835184,1108591
1/3/2022,WY,844805,46700,357860,440245,686420,27943,304054,353813
1/3/2022,VI,134690,2400,35540,96750,130464,2101,38752,89611
1/3/2022,TN,10859550,489800,3901140,6468610,8945539,248269,3445135,5206655
1/3/2022,IH2,2541295,101900,1138480,1300915,2030053,38030,970102,1021753
1/3/2022,FL,40557435,2273800,14084920,24198715,33738139,1396677,12600637,19621024
1/3/2022,IN,11039970,571900,3770900,6697170,8541830,292172,3128255,5093922
1/3/2022,IL,23217835,1137900,7788580,14291355,19994441,649680,7233381,12084915
1/3/2022,SD,1581285,86400,623240,871645,1265667,38687,501381,725467
1/3/2022,AR,4981960,247500,1915640,2818820,3800426,116704,1635367,2044675
1/3/2022,NJ,18663165,898800,6498160,11266205,14997145,531340,5757783,8707014
1/3/2022,SC,8807355,436400,3432160,4938795,6774387,218069,2665510,3888760
1/3/2022,PR,6434610,211200,2273040,3950370,5935185,145378,2322935,3466328
1/3/2022,MN,10830940,491800,3708080,6631060,9163546,344806,3377143,5438548
1/3/2022,RP,36490,3800,25200,7490,36970,2336,28866,5766
1/3/2022,HI,2971770,122900,1056720,1792150,2262935,58584,736451,1373836
1/3/2022,AK,1314315,83100,495780,735435,1029914,41156,400939,586963
1/3/2022,VA2,7525480,617900,3660440,3247140,6972085,248108,3582734,3140961
1/3/2022,NM,3783885,182900,1432580,2168405,3454603,111551,1420101,1915705
1/3/2022,MS,4559575,215900,1705000,2638675,3388444,84888,1384230,1917151
1/3/2022,KS,5188055,249000,1939620,2999435,4086458,128349,1577120,2377622
1/3/2022,MI,17993970,906600,6868040,10219330,14017955,442605,5519562,8053796
1/3/2022,PA,25634675,1462600,9403120,14768955,20126121,689942,7865166,11569666
1/3/2022,CA,76094855,3536100,26615060,45943695,66388118,2207375,25159002,39005708
1/3/2022,WI,10094315,446100,3671680,5976535,9145212,322446,3545708,5275245
1/3/2022,GA,18270005,792200,6802220,10675585,13419200,320934,5313600,7750904
1/3/2022,BP2,299110,16100,127400,155610,278584,14092,120114,144346
1/3/2022,KY,7433545,369000,2924020,4140525,5935516,224595,2461450,3247357
1/3/2022,VA,16878615,749700,5713620,10415295,14620329,475564,5261930,8874906
1/3/2022,OH,19786195,941700,7259240,11585255,15987032,593646,6143816,9230775
1/3/2022,AL,8027420,383300,3224880,4419240,5669320,164129,2485496,3019310
1/3/2022,OK,6255070,317200,2470400,3467470,5327053,143873,2168073,3013958
1/3/2022,MH,68980,12100,47700,9180,48620,2580,42472,3566
1/3/2022,NV,5089750,251200,1690400,3148150,4354258,177350,1521782,2654617
1/3/2022,CT,7417465,331600,2750360,4335505,6723814,237441,2566791,3918375
1/3/2022,GU,281460,22500,78580,180380,293824,11744,94458,187569
1/3/2022,WA,15157195,724600,5315060,9117535,12620191,460339,4771135,7379288
1/3/2022,UT,5393420,232400,1821880,3339140,4522375,170708,1613575,2737796
1/3/2022,MO,9882895,410500,3521660,5950735,8110832,239492,2955042,4913990
1/3/2022,DE,1974935,89500,749960,1135475,1597853,58546,620457,917007
1/3/2022,MD,13280810,590900,4513320,8176590,10502725,347178,3867494,6273479
1/3/2022,NC,18826300,895200,6849180,11081920,15037752,491197,5637030,8908618
1/3/2022,LA,6871910,314500,2558060,3999350,5685622,186624,2346436,3149693
1/3/2022,NH,2932510,167900,1022420,1742190,2412067,109188,907441,1395363
1/3/2022,AS,83310,600,20700,62010,75819,550,19714,55554
1/3/2022,OR,8466825,452300,3113260,4901265,6852609,261026,2573078,4007192
1/3/2022,TX,51841445,2535800,17705860,31599785,40905991,1451476,15332546,24118435
1/3/2022,ME,2908270,150600,1119280,1638390,2518375,138842,1031438,1345521
1/3/2022,RI,2281885,87000,853680,1341205,1969901,62509,755867,1150143
1/3/2022,MT,1726035,103600,684320,938115,1444505,57687,613312,771735
1/3/2022,US,614409465,29473900,219209660,365725905,511021395,17668131,194892580,297923971
1/3/2022,AZ,12582250,587500,4634480,7360270,10526735,343836,4196682,5965286
1/3/2022,ND,1179940,51700,446560,681680,1016147,38373,384074,593385
1/3/2022,DC,1602445,68200,561520,972725,1302549,34565,476376,791102
1/3/2022,WV,3342455,156400,1162040,2024015,2496503,63941,1082870,1348072
1/3/2022,CO,10837215,477900,3913280,6446035,9576521,324270,3756062,5488363
